"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2019-04","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-05","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-06","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-07","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-08","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-09","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-10","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-11","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2019-12","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-01","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-02","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-03","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-04","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-05","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-06","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-07","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-08","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-09","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-10","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-11","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2020-12","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-01","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-02","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-03","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-04","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-05","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-06","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-07","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-08","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-09","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-10","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-11","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2021-12","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-01","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-02","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-03","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-04","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-05","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-06","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-07","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-08","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-09","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-10","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
"2022-11","Canada","2021A000011124","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290282","1.2.1","","..","","","2"
