"REF_DATE","GEO","DGUID","Estimate","North American Industry Classification System (NAICS)","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2016-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","590730","A","","","0"
"2016-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","594517","A","","","0"
"2016-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","592757","A","","","0"
"2016-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","595654","A","","","0"
"2016-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","594411","A","","","0"
"2016-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","596161","A","","","0"
"2016-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","598794","A","","","0"
"2016-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","599908","A","","","0"
"2016-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","598217","A","","","0"
"2016-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","602295","A","","","0"
"2017-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","600463","A","","","0"
"2017-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","602453","A","","","0"
"2017-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","601912","A","","","0"
"2017-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","600546","A","","","0"
"2017-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","603846","A","","","0"
"2017-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","606182","A","","","0"
"2017-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","609298","A","","","0"
"2017-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608249","A","","","0"
"2017-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","610126","A","","","0"
"2017-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608700","A","","","0"
"2017-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","609242","A","","","0"
"2017-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","610907","A","","","0"
"2018-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","608453","A","","","0"
"2018-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","613034","A","","","0"
"2018-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","614796","A","","","0"
"2018-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","611710","A","","","0"
"2018-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","614785","A","","","0"
"2018-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619466","A","","","0"
"2018-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","615387","A","","","0"
"2018-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619395","A","","","0"
"2018-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","615869","A","","","0"
"2018-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620422","A","","","0"
"2018-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","622330","A","","","0"
"2018-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619878","A","","","0"
"2019-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620692","A","","","0"
"2019-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620319","A","","","0"
"2019-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","621839","A","","","0"
"2019-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619625","A","","","0"
"2019-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","625415","A","","","0"
"2019-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","623161","A","","","0"
"2019-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","623916","A","","","0"
"2019-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","623178","A","","","0"
"2019-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","620625","B","","","0"
"2019-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619748","A","","","0"
"2019-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","622430","B","","","0"
"2019-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619668","A","","","0"
"2020-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","626874","A","","","0"
"2020-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619417","B","","","0"
"2020-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","592467","B","","","0"
"2020-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","541737","B","","","0"
"2020-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","520776","B","","","0"
"2020-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","536742","B","","","0"
"2020-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","564919","B","","","0"
"2020-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","577489","B","","","0"
"2020-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","583473","A","","","0"
"2020-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","589457","A","","","0"
"2020-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","581960","A","","","0"
"2020-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","575349","A","","","0"
"2021-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","579178","B","","","0"
"2021-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","585783","A","","","0"
"2021-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","593936","A","","","0"
"2021-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","599534","A","","","0"
"2021-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","597987","B","","","0"
"2021-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","590278","A","","","0"
"2021-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","603725","B","","","0"
"2021-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","605468","B","","","0"
"2021-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","607195","B","","","0"
"2021-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","610223","B","","","0"
"2021-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","610990","B","","","0"
"2021-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","615533","B","","","0"
"2022-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","616360","B","","","0"
"2022-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","617498","A","","","0"
"2022-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619348","B","","","0"
"2022-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619229","B","","","0"
"2022-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","619763","B","","","0"
"2022-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","623573","B","","","0"
"2022-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","625221","B","","","0"
"2022-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","628743","B","","","0"
"2022-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","629527","B","","","0"
"2022-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","630600","B","","","0"
"2022-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","631424","B","","","0"
"2022-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","635524","B","","","0"
"2023-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","635668","B","","","0"
"2023-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","634783","B","","","0"
"2023-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","635422","B","","","0"
"2023-04","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","629904","B","","","0"
"2023-05","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","641160","B","","","0"
"2023-06","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","644341","B","","","0"
"2023-07","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","646652","B","","","0"
"2023-08","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","643278","B","","","0"
"2023-09","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","644213","B","","","0"
"2023-10","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","642355","B","","","0"
"2023-11","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","642041","B","","","0"
"2023-12","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","638742","A","","","0"
"2024-01","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","640003","B","","","0"
"2024-02","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","640169","B","","","0"
"2024-03","Manitoba","2021A000246","Employment for all employees","Industrial aggregate including unclassified businesses [00-91N]","Persons","249","units","0","v79310962","8.1.1","642439","B","","","0"
"2015-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-09","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-10","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-11","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2015-12","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-09","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-10","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-11","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2016-12","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-09","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-10","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-11","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2017-12","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-09","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-10","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-11","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2018-12","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-09","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-10","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-11","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2019-12","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-01","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-02","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-03","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-04","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-05","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-06","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-07","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
"2020-08","Manitoba","2021A000246","Average weekly earnings including overtime for all employees","Industrial aggregate including unclassified businesses [00-91N]","Dollars","81","units","0","v1544290289","8.2.1","","..","","","2"
